entity_id,views,list_views,searches,cart_adds,cart_updates,checkouts,orders,reviews,chat_messages,buy_score_heuristic,top_category,has_order,behavior_label,label_confidence,event_count,first_event_at,last_event_at
user_0016,0,1,0,0,0,2,1,1,4,30,tablet,1,impulse_buyer,0.82,9,2026-04-20T07:50:45.961057+00:00,2026-04-20T07:50:45.961117+00:00
user_0017,1,0,2,1,0,1,2,0,1,33,computer,1,loyal_customer,0.9,8,2026-04-20T07:50:45.961125+00:00,2026-04-20T07:50:45.961180+00:00
user_0018,1,1,1,0,0,1,1,0,0,18,mobile,1,researcher,0.58,5,2026-04-20T07:50:45.961187+00:00,2026-04-20T07:50:45.961217+00:00
user_0019,1,2,2,1,0,5,0,1,0,40,mobile,0,researcher,0.58,12,2026-04-20T07:50:45.961225+00:00,2026-04-20T07:50:45.961327+00:00
user_0020,2,0,1,0,0,1,4,0,0,43,computer,1,loyal_customer,0.9,8,2026-04-20T07:50:45.961344+00:00,2026-04-20T07:50:45.962338+00:00
user_0021,0,1,0,1,0,0,1,0,1,15,tablet,1,researcher,0.58,4,2026-04-20T07:50:45.962347+00:00,2026-04-20T07:50:45.962372+00:00
user_0022,0,0,0,0,0,1,1,0,3,19,component,1,researcher,0.58,5,2026-04-20T07:50:45.962380+00:00,2026-04-20T07:50:45.962412+00:00
user_0023,1,0,1,1,0,0,1,0,0,16,computer,1,researcher,0.58,4,2026-04-20T07:50:45.962420+00:00,2026-04-20T07:50:45.962444+00:00
user_0024,3,1,3,1,0,2,0,0,0,27,computer,0,researcher,0.58,10,2026-04-20T07:50:45.962451+00:00,2026-04-20T07:50:45.962522+00:00
user_0025,0,1,2,2,0,3,1,2,0,42,component,1,impulse_buyer,0.82,11,2026-04-20T07:50:45.962530+00:00,2026-04-20T07:50:45.962606+00:00
user_0026,0,1,2,1,0,0,2,1,1,30,audio,1,loyal_customer,0.9,8,2026-04-20T07:50:45.962614+00:00,2026-04-20T07:50:45.962669+00:00
user_0027,2,2,3,2,0,1,1,0,1,35,wearable,1,impulse_buyer,0.82,12,2026-04-20T07:50:45.962678+00:00,2026-04-20T07:50:45.962800+00:00
user_0028,0,1,0,0,0,4,1,0,0,29,audio,1,impulse_buyer,0.82,6,2026-04-20T07:50:45.962808+00:00,2026-04-20T07:50:45.962848+00:00
user_0029,0,0,0,2,0,0,2,2,0,30,wearable,1,loyal_customer,0.9,6,2026-04-20T07:50:45.962856+00:00,2026-04-20T07:50:45.962896+00:00
user_0030,1,1,1,1,0,0,1,0,2,21,component,1,researcher,0.58,7,2026-04-20T07:50:45.962904+00:00,2026-04-20T07:50:45.962951+00:00
user_0031,0,1,0,0,0,4,1,0,4,37,component,1,impulse_buyer,0.82,10,2026-04-20T07:50:45.962958+00:00,2026-04-20T07:50:45.964020+00:00
user_0032,0,1,0,2,0,0,1,0,1,19,tablet,1,impulse_buyer,0.82,5,2026-04-20T07:50:45.964029+00:00,2026-04-20T07:50:45.964062+00:00
user_0033,3,2,2,2,0,0,2,1,0,39,wearable,1,loyal_customer,0.9,12,2026-04-20T07:50:45.964070+00:00,2026-04-20T07:50:45.964158+00:00
user_0034,1,0,0,2,0,1,1,0,1,25,computer,1,impulse_buyer,0.82,6,2026-04-20T07:50:45.964166+00:00,2026-04-20T07:50:45.964204+00:00
user_0035,1,0,2,0,0,2,1,1,1,29,audio,1,impulse_buyer,0.82,8,2026-04-20T07:50:45.964212+00:00,2026-04-20T07:50:45.964267+00:00
user_0036,2,1,1,1,0,1,1,2,1,32,tablet,1,impulse_buyer,0.82,10,2026-04-20T07:50:45.964274+00:00,2026-04-20T07:50:45.964345+00:00
user_0037,2,2,3,2,0,1,0,0,1,27,tablet,0,researcher,0.58,11,2026-04-20T07:50:45.964353+00:00,2026-04-20T07:50:45.964430+00:00
user_0038,0,1,2,3,0,1,3,0,1,48,mobile,1,loyal_customer,0.9,11,2026-04-20T07:50:45.964438+00:00,2026-04-20T07:50:45.964516+00:00
user_0039,1,4,1,0,0,1,2,0,0,29,tablet,1,loyal_customer,0.9,9,2026-04-20T07:50:45.964524+00:00,2026-04-20T07:50:45.964587+00:00
user_0040,1,2,2,0,0,3,1,0,0,31,wearable,1,impulse_buyer,0.82,9,2026-04-20T07:50:45.964594+00:00,2026-04-20T07:50:45.964657+00:00
user_0041,1,1,0,2,0,0,2,0,1,29,wearable,1,loyal_customer,0.9,7,2026-04-20T07:50:45.965601+00:00,2026-04-20T07:50:45.965661+00:00
user_0042,1,1,0,1,0,3,0,2,1,30,audio,0,impulse_buyer,0.52,9,2026-04-20T07:50:45.965669+00:00,2026-04-20T07:50:45.965732+00:00
user_0043,0,0,1,1,0,2,1,0,0,24,computer,1,impulse_buyer,0.82,5,2026-04-20T07:50:45.965740+00:00,2026-04-20T07:50:45.965771+00:00
user_0044,1,0,0,2,0,1,4,3,1,58,audio,1,loyal_customer,0.9,12,2026-04-20T07:50:45.965779+00:00,2026-04-20T07:50:45.965864+00:00
user_0045,0,2,2,0,0,1,1,1,3,28,wearable,1,researcher,0.58,10,2026-04-20T07:50:45.965872+00:00,2026-04-20T07:50:45.965941+00:00
user_0046,1,3,0,2,0,0,0,2,0,19,wearable,0,impulse_buyer,0.52,8,2026-04-20T07:50:45.965949+00:00,2026-04-20T07:50:45.966002+00:00
user_0047,3,1,2,2,0,3,1,0,0,42,component,1,impulse_buyer,0.82,12,2026-04-20T07:50:45.966010+00:00,2026-04-20T07:50:45.966095+00:00
user_0048,0,0,2,0,0,1,0,1,2,16,audio,0,researcher,0.58,6,2026-04-20T07:50:45.966103+00:00,2026-04-20T07:50:45.966141+00:00
user_0049,1,2,1,0,0,1,2,2,3,39,audio,1,loyal_customer,0.9,12,2026-04-20T07:50:45.966149+00:00,2026-04-20T07:50:45.966234+00:00
user_0050,1,0,0,1,0,0,0,2,0,12,audio,0,impulse_buyer,0.52,4,2026-04-20T07:50:45.966242+00:00,2026-04-20T07:50:45.967202+00:00
user_0051,2,1,0,5,0,1,0,1,1,35,mobile,0,impulse_buyer,0.52,11,2026-04-20T07:50:45.967211+00:00,2026-04-20T07:50:45.967291+00:00
user_0052,0,1,2,0,0,0,0,0,1,7,audio,0,researcher,0.58,4,2026-04-20T07:50:45.967298+00:00,2026-04-20T07:50:45.967322+00:00
user_0053,1,0,0,1,0,0,1,1,1,19,wearable,1,impulse_buyer,0.52,5,2026-04-20T07:50:45.967330+00:00,2026-04-20T07:50:45.967363+00:00
user_0054,0,2,2,2,0,1,0,1,3,28,tablet,0,researcher,0.58,11,2026-04-20T07:50:45.967370+00:00,2026-04-20T07:50:45.967448+00:00
user_0055,0,2,0,1,0,2,3,0,2,44,component,1,loyal_customer,0.9,10,2026-04-20T07:50:45.967456+00:00,2026-04-20T07:50:45.967528+00:00
user_0056,0,2,0,3,0,1,2,1,1,40,component,1,loyal_customer,0.9,10,2026-04-20T07:50:45.967536+00:00,2026-04-20T07:50:45.967607+00:00
user_0057,2,1,1,1,0,0,0,0,3,17,computer,0,impulse_buyer,0.52,8,2026-04-20T07:50:45.967615+00:00,2026-04-20T07:50:45.967670+00:00
user_0058,1,0,2,1,0,1,1,3,0,32,component,1,impulse_buyer,0.82,9,2026-04-20T07:50:45.967678+00:00,2026-04-20T07:50:45.967739+00:00
user_0059,1,0,2,1,0,0,3,1,2,41,audio,1,loyal_customer,0.9,10,2026-04-20T07:50:45.967747+00:00,2026-04-20T07:50:45.967817+00:00
user_0060,1,1,1,2,0,2,2,2,1,47,component,1,loyal_customer,0.9,12,2026-04-20T07:50:45.967825+00:00,2026-04-20T07:50:45.968836+00:00
user_0061,0,0,1,1,0,1,5,1,1,56,computer,1,loyal_customer,0.9,10,2026-04-20T07:50:45.968844+00:00,2026-04-20T07:50:45.968914+00:00
user_0062,0,1,1,1,0,0,0,1,0,10,mobile,0,researcher,0.58,4,2026-04-20T07:50:45.968921+00:00,2026-04-20T07:50:45.968944+00:00
user_0063,0,1,1,1,0,2,0,0,1,19,audio,0,researcher,0.58,6,2026-04-20T07:50:45.968952+00:00,2026-04-20T07:50:45.968992+00:00
user_0064,2,2,2,1,0,0,1,0,1,24,tablet,1,researcher,0.58,9,2026-04-20T07:50:45.969000+00:00,2026-04-20T07:50:45.969062+00:00
user_0065,1,0,0,0,0,3,1,2,0,31,computer,1,impulse_buyer,0.82,7,2026-04-20T07:50:45.969070+00:00,2026-04-20T07:50:45.969117+00:00
user_0066,2,1,2,1,0,0,3,1,0,40,component,1,loyal_customer,0.9,10,2026-04-20T07:50:45.969125+00:00,2026-04-20T07:50:45.969196+00:00
user_0067,0,1,1,1,0,0,1,0,0,15,computer,1,researcher,0.58,4,2026-04-20T07:50:45.969203+00:00,2026-04-20T07:50:45.969227+00:00
user_0068,2,0,0,2,0,0,1,0,1,22,audio,1,impulse_buyer,0.82,6,2026-04-20T07:50:45.969235+00:00,2026-04-20T07:50:45.969273+00:00
user_0069,1,1,1,0,0,0,1,0,0,13,audio,1,researcher,0.58,4,2026-04-20T07:50:45.969281+00:00,2026-04-20T07:50:45.969304+00:00
user_0070,0,3,2,2,0,2,0,1,0,28,mobile,0,researcher,0.58,10,2026-04-20T07:50:45.969312+00:00,2026-04-20T07:50:45.969383+00:00
user_0071,0,0,2,3,0,1,3,1,1,50,computer,1,loyal_customer,0.9,11,2026-04-20T07:50:45.969391+00:00,2026-04-20T07:50:45.970924+00:00
user_0072,2,0,1,0,0,0,2,1,0,25,component,1,loyal_customer,0.9,6,2026-04-20T07:50:45.970933+00:00,2026-04-20T07:50:45.970975+00:00
user_0073,0,1,1,0,0,1,1,1,2,23,tablet,1,researcher,0.58,7,2026-04-20T07:50:45.970983+00:00,2026-04-20T07:50:45.971031+00:00
user_0074,0,0,1,1,0,0,2,0,0,22,computer,1,loyal_customer,0.9,4,2026-04-20T07:50:45.971039+00:00,2026-04-20T07:50:45.971063+00:00
user_0075,2,0,3,0,0,1,1,0,1,25,component,1,researcher,0.58,8,2026-04-20T07:50:45.971071+00:00,2026-04-20T07:50:45.971126+00:00
user_0076,0,2,0,2,0,3,0,3,2,38,wearable,0,researcher,0.58,12,2026-04-20T07:50:45.971134+00:00,2026-04-20T07:50:45.971220+00:00
user_0077,0,0,2,0,0,2,3,0,1,40,wearable,1,loyal_customer,0.9,8,2026-04-20T07:50:45.971228+00:00,2026-04-20T07:50:45.971284+00:00
user_0078,0,1,0,2,0,0,0,1,0,12,wearable,0,researcher,0.58,4,2026-04-20T07:50:45.971291+00:00,2026-04-20T07:50:45.971315+00:00
user_0079,1,2,0,2,0,0,0,2,0,18,component,0,impulse_buyer,0.52,7,2026-04-20T07:50:45.971323+00:00,2026-04-20T07:50:45.971369+00:00
user_0080,0,1,0,3,0,1,0,0,3,24,wearable,0,researcher,0.58,8,2026-04-20T07:50:45.971377+00:00,2026-04-20T07:50:45.971432+00:00
user_0081,0,1,2,0,0,0,2,0,1,23,mobile,1,loyal_customer,0.9,6,2026-04-20T07:50:45.971440+00:00,2026-04-20T07:50:45.971479+00:00
user_0082,1,0,1,4,0,1,0,1,1,30,wearable,0,researcher,0.58,9,2026-04-20T07:50:45.971488+00:00,2026-04-20T07:50:45.972570+00:00
user_0083,1,1,0,2,0,0,0,1,1,16,tablet,0,impulse_buyer,0.52,6,2026-04-20T07:50:45.972578+00:00,2026-04-20T07:50:45.972619+00:00
user_0084,0,2,1,1,0,0,1,0,1,18,mobile,1,researcher,0.58,6,2026-04-20T07:50:45.972627+00:00,2026-04-20T07:50:45.972667+00:00
user_0085,1,1,2,1,0,1,1,0,1,26,component,1,impulse_buyer,0.82,8,2026-04-20T07:50:45.972674+00:00,2026-04-20T07:50:45.972729+00:00
user_0086,2,3,1,2,0,1,1,1,0,33,audio,1,impulse_buyer,0.82,11,2026-04-20T07:50:45.972737+00:00,2026-04-20T07:50:45.972815+00:00
user_0087,1,0,1,1,0,2,0,5,0,33,mobile,0,researcher,0.58,10,2026-04-20T07:50:45.972823+00:00,2026-04-20T07:50:45.972893+00:00
user_0088,2,1,1,1,0,0,0,2,1,19,tablet,0,impulse_buyer,0.52,8,2026-04-20T07:50:45.972901+00:00,2026-04-20T07:50:45.972958+00:00
user_0089,0,2,1,2,0,0,0,3,1,23,component,0,researcher,0.58,9,2026-04-20T07:50:45.972965+00:00,2026-04-20T07:50:45.973027+00:00
user_0090,0,2,2,0,0,1,0,0,1,13,computer,0,researcher,0.58,6,2026-04-20T07:50:45.973035+00:00,2026-04-20T07:50:45.973074+00:00
user_0091,2,1,1,0,0,3,1,0,2,34,wearable,1,impulse_buyer,0.82,10,2026-04-20T07:50:45.973082+00:00,2026-04-20T07:50:45.973151+00:00
user_0092,1,0,2,1,0,1,1,3,3,38,computer,1,impulse_buyer,0.82,12,2026-04-20T07:50:45.973160+00:00,2026-04-20T07:50:45.974252+00:00
user_0093,2,1,0,0,0,1,1,0,0,18,mobile,1,impulse_buyer,0.52,5,2026-04-20T07:50:45.974260+00:00,2026-04-20T07:50:45.974292+00:00
user_0094,0,1,1,3,0,1,0,3,2,33,mobile,0,researcher,0.58,11,2026-04-20T07:50:45.974300+00:00,2026-04-20T07:50:45.974378+00:00
user_0095,0,1,1,0,0,1,1,1,0,19,tablet,1,researcher,0.58,5,2026-04-20T07:50:45.974386+00:00,2026-04-20T07:50:45.974417+00:00
user_0096,0,2,1,2,0,1,0,2,2,27,tablet,0,researcher,0.58,10,2026-04-20T07:50:45.974426+00:00,2026-04-20T07:50:45.974496+00:00
user_0097,4,0,0,2,0,0,2,1,1,37,wearable,1,loyal_customer,0.9,10,2026-04-20T07:50:45.974503+00:00,2026-04-20T07:50:45.974573+00:00
user_0098,0,1,1,0,0,2,0,1,1,18,component,0,researcher,0.58,6,2026-04-20T07:50:45.974580+00:00,2026-04-20T07:50:45.974619+00:00
user_0099,0,1,0,2,0,3,0,1,3,33,wearable,0,researcher,0.58,10,2026-04-20T07:50:45.974627+00:00,2026-04-20T07:50:45.974697+00:00
user_0100,0,1,1,0,0,1,0,1,0,11,component,0,researcher,0.58,4,2026-04-20T07:50:45.974705+00:00,2026-04-20T07:50:45.974728+00:00
user_0101,1,3,1,1,0,0,0,1,1,16,tablet,0,researcher,0.58,8,2026-04-20T07:50:45.974736+00:00,2026-04-20T07:50:45.974789+00:00
user_0102,2,1,0,3,0,0,0,3,2,30,tablet,0,impulse_buyer,0.52,11,2026-04-20T07:50:45.974797+00:00,2026-04-20T07:50:45.976018+00:00
user_0103,0,4,1,1,0,1,3,1,1,44,tablet,1,loyal_customer,0.9,12,2026-04-20T07:50:45.976026+00:00,2026-04-20T07:50:45.976113+00:00
user_0104,0,0,3,1,0,0,2,1,2,33,tablet,1,loyal_customer,0.9,9,2026-04-20T07:50:45.976121+00:00,2026-04-20T07:50:45.976184+00:00
user_0105,2,3,0,0,0,2,3,1,0,44,component,1,loyal_customer,0.9,11,2026-04-20T07:50:45.976192+00:00,2026-04-20T07:50:45.976273+00:00
user_0106,1,2,1,0,0,1,1,0,2,23,wearable,1,researcher,0.58,8,2026-04-20T07:50:45.976280+00:00,2026-04-20T07:50:45.976336+00:00
user_0107,1,1,1,0,0,2,1,3,0,32,wearable,1,impulse_buyer,0.82,9,2026-04-20T07:50:45.976344+00:00,2026-04-20T07:50:45.976407+00:00
user_0108,1,0,2,0,0,0,0,0,2,10,computer,0,researcher,0.58,5,2026-04-20T07:50:45.976414+00:00,2026-04-20T07:50:45.976445+00:00
user_0109,2,0,0,2,0,0,0,0,1,14,component,0,impulse_buyer,0.52,5,2026-04-20T07:50:45.976452+00:00,2026-04-20T07:50:45.976483+00:00
user_0110,1,0,0,0,0,1,1,1,0,18,wearable,1,impulse_buyer,0.52,4,2026-04-20T07:50:45.976491+00:00,2026-04-20T07:50:45.976514+00:00
user_0111,0,0,1,0,0,1,1,2,1,23,tablet,1,researcher,0.58,6,2026-04-20T07:50:45.976521+00:00,2026-04-20T07:50:45.976560+00:00
user_0112,4,0,1,1,0,0,0,0,2,18,wearable,0,impulse_buyer,0.52,8,2026-04-20T07:50:45.976568+00:00,2026-04-20T07:50:45.976622+00:00
user_0113,2,1,2,2,0,1,2,0,1,40,wearable,1,loyal_customer,0.9,11,2026-04-20T07:50:45.976630+00:00,2026-04-20T07:50:45.977683+00:00
user_0114,1,1,1,0,0,1,1,1,0,21,audio,1,researcher,0.58,6,2026-04-20T07:50:45.977690+00:00,2026-04-20T07:50:45.977730+00:00
user_0115,2,1,2,1,0,1,0,0,0,18,audio,0,researcher,0.58,7,2026-04-20T07:50:45.977738+00:00,2026-04-20T07:50:45.977783+00:00
user_0116,3,0,1,1,0,0,1,0,0,20,component,1,impulse_buyer,0.52,6,2026-04-20T07:50:45.977791+00:00,2026-04-20T07:50:45.977830+00:00
user_0117,0,1,0,0,0,2,1,0,0,19,computer,1,impulse_buyer,0.82,4,2026-04-20T07:50:45.977837+00:00,2026-04-20T07:50:45.977860+00:00
user_0118,0,2,2,1,0,0,1,2,0,24,audio,1,researcher,0.58,8,2026-04-20T07:50:45.977868+00:00,2026-04-20T07:50:45.977921+00:00
user_0119,1,0,0,0,0,0,2,2,0,24,tablet,1,loyal_customer,0.9,5,2026-04-20T07:50:45.977929+00:00,2026-04-20T07:50:45.977960+00:00
user_0120,0,2,1,2,0,0,0,4,3,30,tablet,0,researcher,0.58,12,2026-04-20T07:50:45.977967+00:00,2026-04-20T07:50:45.978055+00:00
user_0121,1,0,1,3,0,0,1,2,0,30,tablet,1,impulse_buyer,0.82,8,2026-04-20T07:50:45.978063+00:00,2026-04-20T07:50:45.978117+00:00
user_0122,0,1,0,0,0,1,0,3,2,19,component,0,researcher,0.58,7,2026-04-20T07:50:45.978125+00:00,2026-04-20T07:50:45.978172+00:00
user_0123,2,1,2,2,0,2,1,0,2,39,computer,1,impulse_buyer,0.82,12,2026-04-20T07:50:45.978180+00:00,2026-04-20T07:50:45.978265+00:00
user_0124,1,3,0,0,0,0,1,0,3,19,computer,1,impulse_buyer,0.52,8,2026-04-20T07:50:45.979290+00:00,2026-04-20T07:50:45.979348+00:00
user_0125,2,1,1,1,0,0,2,2,1,35,mobile,1,loyal_customer,0.9,10,2026-04-20T07:50:45.979356+00:00,2026-04-20T07:50:45.979426+00:00
user_0126,2,0,1,1,0,2,0,0,0,20,component,0,impulse_buyer,0.52,6,2026-04-20T07:50:45.979434+00:00,2026-04-20T07:50:45.979472+00:00
user_0127,1,1,1,0,0,0,0,0,2,9,component,0,researcher,0.58,5,2026-04-20T07:50:45.979480+00:00,2026-04-20T07:50:45.979510+00:00
user_0128,4,1,1,2,0,1,1,0,1,34,computer,1,impulse_buyer,0.82,11,2026-04-20T07:50:45.979518+00:00,2026-04-20T07:50:45.979594+00:00
user_0129,2,0,1,1,0,0,1,1,1,23,audio,1,impulse_buyer,0.52,7,2026-04-20T07:50:45.979602+00:00,2026-04-20T07:50:45.979647+00:00
user_0130,1,0,2,1,0,3,1,1,3,42,mobile,1,impulse_buyer,0.82,12,2026-04-20T07:50:45.979655+00:00,2026-04-20T07:50:45.979738+00:00
user_0131,1,1,2,0,0,1,0,3,0,21,mobile,0,researcher,0.58,8,2026-04-20T07:50:45.979746+00:00,2026-04-20T07:50:45.979800+00:00
user_0132,0,2,1,0,0,0,0,1,0,7,audio,0,researcher,0.58,4,2026-04-20T07:50:45.979807+00:00,2026-04-20T07:50:45.979830+00:00
user_0133,0,1,1,2,0,1,1,0,0,24,audio,1,impulse_buyer,0.82,6,2026-04-20T07:50:45.979838+00:00,2026-04-20T07:50:45.979876+00:00
user_0134,1,2,2,2,0,0,2,1,1,37,tablet,1,loyal_customer,0.9,11,2026-04-20T07:50:45.979884+00:00,2026-04-20T07:50:45.980965+00:00
user_0135,2,2,2,0,0,0,1,1,1,23,audio,1,researcher,0.58,9,2026-04-20T07:50:45.980973+00:00,2026-04-20T07:50:45.981038+00:00
user_0136,1,0,0,1,0,2,0,0,1,18,audio,0,impulse_buyer,0.52,5,2026-04-20T07:50:45.981046+00:00,2026-04-20T07:50:45.981078+00:00
user_0137,0,1,2,0,0,1,0,0,2,14,audio,0,researcher,0.58,6,2026-04-20T07:50:45.981086+00:00,2026-04-20T07:50:45.981124+00:00
user_0138,0,2,0,3,0,0,1,1,0,25,computer,1,impulse_buyer,0.82,7,2026-04-20T07:50:45.981132+00:00,2026-04-20T07:50:45.981178+00:00
user_0139,0,2,2,1,0,1,0,0,2,19,component,0,researcher,0.58,8,2026-04-20T07:50:45.981186+00:00,2026-04-20T07:50:45.981240+00:00
user_0140,0,2,0,1,0,1,0,0,0,11,wearable,0,researcher,0.58,4,2026-04-20T07:50:45.981247+00:00,2026-04-20T07:50:45.981270+00:00
user_0141,3,1,0,1,0,1,2,0,2,36,tablet,1,loyal_customer,0.9,10,2026-04-20T07:50:45.981278+00:00,2026-04-20T07:50:45.981347+00:00
user_0142,1,0,2,0,0,1,3,1,2,42,computer,1,loyal_customer,0.9,10,2026-04-20T07:50:45.981355+00:00,2026-04-20T07:50:45.981424+00:00
user_0143,1,1,3,1,0,2,0,0,2,27,computer,0,researcher,0.58,10,2026-04-20T07:50:45.981431+00:00,2026-04-20T07:50:45.981500+00:00
user_0144,0,1,0,1,0,1,1,2,2,28,audio,1,impulse_buyer,0.82,8,2026-04-20T07:50:45.981508+00:00,2026-04-20T07:50:45.981562+00:00
user_0145,0,2,2,1,0,2,1,0,0,28,computer,1,impulse_buyer,0.82,8,2026-04-20T07:50:45.981570+00:00,2026-04-20T07:50:45.982599+00:00
user_0146,2,1,2,2,0,1,2,1,1,43,audio,1,loyal_customer,0.9,12,2026-04-20T07:50:45.982607+00:00,2026-04-20T07:50:45.982694+00:00
user_0147,1,1,1,0,0,1,0,0,0,10,wearable,0,researcher,0.58,4,2026-04-20T07:50:45.982702+00:00,2026-04-20T07:50:45.982725+00:00
user_0148,2,0,0,1,0,1,0,1,0,16,audio,0,impulse_buyer,0.52,5,2026-04-20T07:50:45.982732+00:00,2026-04-20T07:50:45.982763+00:00
user_0149,1,4,1,0,0,1,0,0,2,17,wearable,0,researcher,0.58,9,2026-04-20T07:50:45.982771+00:00,2026-04-20T07:50:45.982834+00:00
user_0150,1,0,1,1,0,1,3,2,1,45,tablet,1,loyal_customer,0.9,10,2026-04-20T07:50:45.982842+00:00,2026-04-20T07:50:45.982912+00:00
user_0151,2,1,1,1,0,2,2,1,2,44,audio,1,loyal_customer,0.9,12,2026-04-20T07:50:45.982920+00:00,2026-04-20T07:50:45.983005+00:00
user_0152,2,1,0,0,0,2,2,1,0,34,mobile,1,loyal_customer,0.9,8,2026-04-20T07:50:45.983013+00:00,2026-04-20T07:50:45.983067+00:00
user_0153,3,0,0,2,0,1,0,1,1,24,tablet,0,impulse_buyer,0.52,8,2026-04-20T07:50:45.983075+00:00,2026-04-20T07:50:45.983129+00:00
user_0154,0,3,0,2,0,0,0,0,1,13,wearable,0,researcher,0.58,6,2026-04-20T07:50:45.983137+00:00,2026-04-20T07:50:45.983176+00:00
user_0155,0,1,1,1,0,1,2,0,2,32,wearable,1,loyal_customer,0.9,8,2026-04-20T07:50:45.983184+00:00,2026-04-20T07:50:45.984207+00:00
user_0156,0,3,0,2,0,0,1,0,0,19,component,1,impulse_buyer,0.82,6,2026-04-20T07:50:45.984215+00:00,2026-04-20T07:50:45.984255+00:00
user_0157,0,2,0,2,0,0,1,0,1,20,tablet,1,impulse_buyer,0.82,6,2026-04-20T07:50:45.984262+00:00,2026-04-20T07:50:45.984301+00:00
user_0158,0,1,1,0,0,0,1,1,2,18,audio,1,researcher,0.58,6,2026-04-20T07:50:45.984308+00:00,2026-04-20T07:50:45.984347+00:00
user_0159,2,2,0,0,0,0,0,0,1,8,tablet,0,impulse_buyer,0.52,5,2026-04-20T07:50:45.984355+00:00,2026-04-20T07:50:45.984385+00:00
user_0160,2,0,2,0,0,1,1,2,1,29,wearable,1,researcher,0.58,9,2026-04-20T07:50:45.984393+00:00,2026-04-20T07:50:45.984455+00:00
user_0161,0,0,2,1,0,4,0,1,0,31,mobile,0,researcher,0.58,8,2026-04-20T07:50:45.984463+00:00,2026-04-20T07:50:45.984516+00:00
user_0162,0,0,0,1,0,0,2,0,1,22,computer,1,loyal_customer,0.9,4,2026-04-20T07:50:45.984524+00:00,2026-04-20T07:50:45.984548+00:00
user_0163,1,0,0,0,0,1,0,1,2,14,tablet,0,impulse_buyer,0.52,5,2026-04-20T07:50:45.984556+00:00,2026-04-20T07:50:45.984586+00:00
user_0164,2,0,2,2,0,3,0,2,1,39,mobile,0,researcher,0.58,12,2026-04-20T07:50:45.984594+00:00,2026-04-20T07:50:45.984679+00:00
user_0165,0,1,1,0,0,0,3,2,1,35,audio,1,loyal_customer,0.9,8,2026-04-20T07:50:45.984687+00:00,2026-04-20T07:50:45.984742+00:00
user_0166,0,1,2,3,0,0,2,1,3,42,audio,1,loyal_customer,0.9,12,2026-04-20T07:50:45.984749+00:00,2026-04-20T07:50:45.985810+00:00
user_0167,2,1,1,0,0,2,0,1,0,20,mobile,0,impulse_buyer,0.52,7,2026-04-20T07:50:45.985818+00:00,2026-04-20T07:50:45.985865+00:00
user_0168,2,1,1,1,0,2,3,1,0,48,wearable,1,loyal_customer,0.9,11,2026-04-20T07:50:45.985873+00:00,2026-04-20T07:50:45.985951+00:00
user_0169,2,0,1,0,0,1,1,1,3,28,wearable,1,impulse_buyer,0.52,9,2026-04-20T07:50:45.985959+00:00,2026-04-20T07:50:45.986014+00:00
user_0170,0,1,0,0,0,1,0,0,2,10,tablet,0,researcher,0.58,4,2026-04-20T07:50:45.986021+00:00,2026-04-20T07:50:45.986042+00:00
user_0171,2,1,2,1,0,1,2,1,0,37,wearable,1,loyal_customer,0.9,10,2026-04-20T07:50:45.986049+00:00,2026-04-20T07:50:45.986116+00:00
user_0172,3,1,1,1,0,1,1,2,1,34,audio,1,impulse_buyer,0.82,11,2026-04-20T07:50:45.986124+00:00,2026-04-20T07:50:45.986199+00:00
user_0173,1,1,1,0,0,0,0,2,0,11,audio,0,researcher,0.58,5,2026-04-20T07:50:45.986207+00:00,2026-04-20T07:50:45.986237+00:00
user_0174,1,3,3,2,0,0,2,0,0,35,audio,1,loyal_customer,0.9,11,2026-04-20T07:50:45.986244+00:00,2026-04-20T07:50:45.986322+00:00
user_0175,1,0,3,1,0,1,0,0,0,17,audio,0,researcher,0.58,6,2026-04-20T07:50:45.986329+00:00,2026-04-20T07:50:45.986368+00:00
user_0176,0,1,0,3,0,3,1,2,2,46,component,1,impulse_buyer,0.82,12,2026-04-20T07:50:45.986375+00:00,2026-04-20T07:50:45.987476+00:00
user_0177,1,2,2,2,0,1,0,1,3,30,computer,0,researcher,0.58,12,2026-04-20T07:50:45.987484+00:00,2026-04-20T07:50:45.987570+00:00
user_0178,0,1,0,1,0,1,3,1,0,37,wearable,1,loyal_customer,0.9,7,2026-04-20T07:50:45.987578+00:00,2026-04-20T07:50:45.987625+00:00
user_0179,1,0,2,1,0,0,3,3,1,45,tablet,1,loyal_customer,0.9,11,2026-04-20T07:50:45.987633+00:00,2026-04-20T07:50:45.987710+00:00
user_0180,0,2,1,1,0,1,0,0,0,13,tablet,0,researcher,0.58,5,2026-04-20T07:50:45.987718+00:00,2026-04-20T07:50:45.987750+00:00
user_0181,0,3,0,1,0,0,1,0,1,17,tablet,1,researcher,0.58,6,2026-04-20T07:50:45.987757+00:00,2026-04-20T07:50:45.987797+00:00
user_0182,0,0,1,1,0,2,1,2,2,34,wearable,1,impulse_buyer,0.82,9,2026-04-20T07:50:45.987804+00:00,2026-04-20T07:50:45.987867+00:00
user_0183,2,1,2,1,0,1,2,1,1,39,mobile,1,loyal_customer,0.9,11,2026-04-20T07:50:45.987874+00:00,2026-04-20T07:50:45.987952+00:00
